Rgr,Nogr,ARY,IRY,CGRY,SMRY,MRY,CRY,TRY,SRY,TTRY,ICRY,URY,AFRY,FRY,RRY,PRY,ASRY,PARY,ERY,HRY,AERY,ORY,EXR,SDR,MPR,CPD,CG,CPS,CCPS,COS,SD,TD,RR,ER,NFA,NDC,EXP,IMP
-0.914145242,0.720896512,3385600.83,2900034.62,1347988.99,8858.15,1543187.49,660920.64,2819562.17,6031847.57,211047.14,1968087.82,56502.08,175995.55,504071.68,1001774.13,578299.17,3325.31,364765.95,344006.91,113100.03,46992.61,663879.18,29996.38,4.23,14.00,1.60,5039577.68,22750549.17,15253690.31,7496858.85,3819285.83,20377468.09,2979390.28,330557.19,6770733.93,27790126.85,941493.26,916216.91
0.716321208,0.44526778,3745091.59,3030477.11,1476395.35,24909.06,1529172.70,694618.72,2787855.05,6076676.80,177693.89,2020909.34,102660.20,102896.77,542506.43,1177497.33,582917.52,3442.17,400889.27,299293.86,118310.52,37077.21,510582.27,30340.96,4.08,14.00,1.95,4807962.00,22356800.86,14962700.42,7394100.45,3723281.14,19927740.46,2986159.92,270703.21,7131122.50,27164762.86,1027708.52,1034184.77
1.166512814,-0.758321232,5189365.99,3342592.69,1747410.92,26327.08,1568854.70,541311.33,2829605.68,5857352.47,197780.18,1702138.41,92128.79,153179.88,479208.91,1207994.54,665057.94,3793.78,369042.18,388210.65,118263.47,32719.53,447834.20,33159.73,4.08,14.00,1.93,4808233.47,22500480.40,14799132.65,7701347.74,3716329.16,20099039.66,3175126.81,253815.46,8371369.75,27308713.86,1310486.31,912528.41
2.11123065,1.454062959,4859436.87,3041572.37,1366252.43,27638.03,1647681.91,649140.64,3109422.75,6938494.45,253325.52,2085761.40,126320.85,177393.46,527214.81,1307125.27,703400.56,3905.23,428922.14,476471.37,124563.23,35840.55,688250.06,39353.49,4.08,14.00,1.96,3712927.50,22243193.53,14766885.85,7476307.69,3945353.67,22161995.94,3413623.02,568067.28,10977373.74,25956121.04,1427364.61,766839.40
1.890676047,0.758747965,3487312.92,3143788.96,1537038.44,11186.87,1595563.65,650767.19,2747170.57,6067614.53,241534.71,1999209.11,61027.25,176498.35,571134.17,907593.68,564694.65,3307.92,358496.20,345537.77,112685.85,47132.89,678761.98,46730.54,4.07,14.00,1.95,4217727.37,22279793.18,14353059.14,7926734.05,4086432.18,22256133.21,3628315.01,743326.42,10144936.54,26497520.55,1470514.51,1163544.83
1.504701728,2.046738367,3789720.12,2983260.53,1418073.13,25620.64,1539566.75,747860.30,2728125.96,6331541.15,216351.50,2259564.73,111806.01,105401.85,549432.74,1131763.57,594967.30,3324.81,380006.76,297293.69,118790.00,38366.32,524471.89,47157.90,4.07,14.00,1.78,2369666.29,22230901.66,14121088.35,8109813.31,4222689.09,22780239.64,3897750.94,217274.96,11823891.54,24600567.95,1574215.44,844366.86
1.808050728,2.322627889,5288339.21,3322920.76,1696606.69,27270.56,1599043.51,544228.74,2857370.77,6068482.62,221416.44,1907885.53,104510.68,157259.25,456182.57,1175656.69,677860.50,3870.51,365540.65,386568.22,117455.89,33646.20,460629.46,42608.95,4.07,14.00,1.96,2929505.54,22978284.59,14989866.00,7988418.60,4447570.49,23543374.12,4044222.00,487149.45,12918729.70,25907790.14,1770388.08,1126285.05
2.38396021,2.701202143,4978775.48,3063097.13,1344156.80,32523.95,1686416.37,662431.53,3141123.70,7196009.75,277338.67,2360999.95,127728.46,181031.20,517927.07,1256847.82,706613.23,3937.63,427538.21,478161.40,123769.86,37338.61,696777.64,42594.84,4.07,14.00,1.90,4916771.28,23536259.27,13226994.92,10309264.35,4792480.09,24548064.65,4276894.81,228495.95,11838710.07,28453030.55,1418534.76,786839.39
2.099184486,2.474623154,3597916.08,3135524.31,1514641.29,12421.19,1608461.83,671448.37,2770454.69,6259209.21,288637.00,2188810.43,64825.41,183831.29,527749.58,916064.55,574481.80,3355.32,307550.32,346165.27,112506.18,50489.39,694742.66,44793.08,3.97,13.50,2.02,7274271.82,25707786.06,13790568.06,11917218.00,4989886.15,24698710.79,4360363.80,387887.77,10022581.12,32982057.88,1487187.88,1690696.61
2.116502231,1.64351583,3857705.59,3082294.97,1519802.94,24969.86,1537522.17,752833.66,2721316.70,6517283.97,233705.81,2463113.02,117091.44,108482.91,537150.37,1088267.52,602156.45,3392.34,367112.43,300161.48,120126.87,38677.98,537845.35,44747.02,3.93,13.50,2.12,7716210.73,24786950.33,13862772.67,10924177.67,5091251.83,25804431.54,4302341.24,525852.31,9936479.67,32503161.07,1513015.85,1514792.51
2.282861875,1.847035013,5408978.92,3447096.58,1806746.96,23764.98,1616584.64,557147.53,2815887.74,6265003.41,261809.92,2096318.89,94995.15,160848.58,461049.43,1148470.43,660127.24,3988.47,367755.38,391169.57,118468.79,34619.58,465381.99,40689.89,3.93,13.50,2.06,9924355.94,25758782.02,14505341.99,11253440.03,5174665.74,25237783.06,4402257.52,275273.23,5397548.49,35683137.96,2236087.34,1554409.88
2.553837478,2.264620172,5093983.13,3167546.80,1429667.98,30615.58,1707263.24,671110.60,3122887.95,7472196.49,275118.66,2561682.51,120431.63,184695.99,622439.14,1213548.10,710530.76,3987.57,427802.26,482164.11,123072.93,39148.08,707574.74,38092.72,3.89,13.50,1.96,10098139.54,26616743.82,16249769.50,10366974.32,5703993.78,26855305.43,5274752.72,645980.95,5944460.02,36714883.36,1775802.30,1513298.12
1.869580972,1.545922948,3677153.49,3212408.07,1591248.22,5769.26,1615390.58,682791.74,2692253.73,6477202.90,296779.23,2356225.32,63971.31,178331.47,637487.10,872533.43,572257.93,3291.58,280721.30,348558.96,113695.47,51263.12,702086.67,33689.05,3.89,13.50,2.04,10009034.68,28422913.43,17252264.49,11170648.94,6299683.25,29119284.83,7039702.93,501133.81,7593219.69,38431948.11,970311.53,1632665.29
-6.104048247,-6.052171554,3918668.40,2845377.36,1419038.39,23767.58,1402571.39,513692.43,2269985.07,6350208.68,118654.96,2834907.10,117016.62,64886.95,636491.50,848905.93,509346.47,3311.31,374511.56,227752.16,122402.84,35223.55,456797.74,35779.68,3.78,12.50,1.69,8898424.84,29555514.73,17624231.40,11931283.32,7217998.46,30725236.32,10462013.23,165306.99,8360081.23,38453939.57,795462.47,1680805.56
-3.620784862,-2.508824134,5484063.93,3180729.11,1555771.57,32748.48,1592209.06,572977.23,2474504.80,6112207.01,149282.44,2401459.91,94533.02,124480.10,475837.18,994521.86,592062.79,3940.15,380904.94,310036.17,121812.13,33002.68,430333.65,35964.53,2.41,11.50,1.59,9683889.71,29745781.51,18506004.54,11239776.97,8324275.97,32946961.60,10496584.31,335730.27,7579035.48,39429671.22,901337.27,1772009.23
0.114826205,1.685005314,5268290.12,2872468.84,1147137.70,43910.03,1681421.10,679254.80,3022957.58,7707176.57,258748.42,2944552.50,118494.67,156928.87,599867.75,1247627.96,671916.49,3775.74,435517.94,427041.45,126826.45,38551.68,677326.65,36476.89,2.04,11.50,1.42,12404818.95,30149603.45,18713659.70,11435943.75,8898750.23,35209367.91,9132695.20,744697.41,7337626.60,42554422.40,1178698.45,1823005.41
0.508190964,0.793733231,3760880.60,3232455.36,1556073.55,5988.12,1670393.69,692520.88,2626861.27,6514172.17,231805.43,2508641.06,71340.47,170122.91,634543.00,887934.72,550302.59,3266.09,278241.06,326944.62,118980.63,50684.99,681364.60,35137.84,1.86,11.50,1.65,11994167.43,31440908.45,20284804.71,11156103.74,9140364.36,35913168.77,9629131.02,582959.54,6725994.75,43435075.88,1168800.86,2232608.72
5.011558854,6.742998225,3969697.16,2717066.75,1239461.07,26094.46,1451511.22,532693.68,2780511.10,6694697.46,209788.41,2992380.43,183591.69,66167.03,620715.99,881567.26,515838.02,3469.89,368209.62,229197.75,128419.76,35652.64,459698.95,32990.71,1.81,11.50,1.53,11518865.81,32629401.16,21309821.29,11319579.87,9000037.01,36540142.29,9104362.64,170929.58,7292249.57,44148266.97,1823938.63,2384838.05
4.031379421,5.443243859,5550940.85,3081409.32,1388798.49,32047.02,1660563.82,596445.97,2769060.99,6545197.45,180043.45,2633484.62,107693.36,127075.63,586376.54,1017594.96,598656.74,4072.41,380337.42,314285.45,127891.66,34217.13,433468.09,41571.37,1.28,11.50,1.46,13005389.10,33936527.14,22410024.13,11526503.01,7315487.16,38077635.11,9510051.62,193781.62,5807745.38,46941916.24,2059699.88,1597038.52
